ID,RA,DEC,RA_1,DEC_1,RA_2,DEC_2,Name,ID_FDS2022,Morph_Legacy_Analia,Vr_NED/Maddox,e_Vr,Vr_Ref,Ag,Ar,Ai,Az
2,03:11:27,-33:25:02,47.8625,-33.41722222222222,0.0,0.0,FCC_1,-,LSB,0.0,0.0,-,0.059,0.041,0.03,0.022
7x,03:17:42,-37:08:39,49.425,-37.14416666666666,0.0,0.0,FCC_4,-,LSB,0.0,0.0,-,0.081,0.056,0.041,0.031
12x,03:21:43,-35:55:30,50.42916666666667,-35.925,0.0,0.0,FCC_16,-,LSB,0.0,0.0,-,0.076,0.053,0.039,0.029
13,03:22:06,-37:08:34,50.525,-37.14277777777779,0.0,0.0,-,-,LSB,0.0,0.0,-,0.066,0.046,0.034,0.025
26,03:23:13,-37:08:22,50.80416666666667,-37.13944444444445,0.0,0.0,-,-,LSB,0.0,0.0,-,0.07,0.048,0.036,0.027
28,03:23:27,-36:26:18,50.862500000000004,-36.43833333333333,0.0,0.0,-,-,LSB,0.0,0.0,-,0.063,0.044,0.033,0.024
31,03:23:31,-36:49:32,50.87916666666666,-36.82555555555555,0.0,0.0,-,-,LSB,0.0,0.0,-,0.067,0.046,0.034,0.026
14x,03:23:56,-34:48:27,50.98333333333334,-34.8075,0.0,0.0,FCC_27,-,LSB,0.0,0.0,-,0.035,0.024,0.018,0.013
7y,03:24:50,-34:36:12,51.209236316736,-34.60341483250637,0.0,0.0,LSBG_F358-071,-,LSB,0.0,0.0,-,0.035,0.024,0.018,0.013
50,03:25:22,-37:04:20,51.34166666666667,-37.07222222222222,0.0,0.0,-,-,LSB,0.0,0.0,-,0.068,0.047,0.035,0.026
52,03:25:32,-36:28:17,51.38333333333333,-36.47138888888889,0.0,0.0,-,-,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
57,03:26:00,-36:23:52,51.5,-36.39777777777778,0.0,0.0,-,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
58,03:26:01,-36:47:40,51.50416666666666,-36.794444444444444,0.0,0.0,NGFS_J032601-364740,-,LSB,0.0,0.0,-,0.054,0.037,0.028,0.021
59,03:26:01,-36:42:23,51.50416666666666,-36.70638888888889,51.5055,-36.7063,NGFS_J032601-364224,FDSLSB71,LSB,0.0,0.0,-,0.046,0.032,0.024,0.017
67,03:26:36,-37:18:55,51.65,-37.31527777777778,0.0,0.0,-,-,LSB,0.0,0.0,-,0.065,0.045,0.034,0.025
69,03:26:38,-36:48:43,51.65833333333333,-36.81194444444444,0.0,0.0,NGFS_J032638-364843,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
73,03:26:53,-36:47:57,51.72083333333333,-36.799166666666665,0.0,0.0,FCC_51,-,LSB,0.0,0.0,-,0.044,0.031,0.023,0.017
76,03:26:54,-33:56:45,51.725,-33.94583333333333,0.0,0.0,-,-,LSB,0.0,0.0,-,0.035,0.024,0.018,0.013
77,03:26:56,-37:32:52,51.733333333333334,-37.54777777777778,0.0,0.0,FCC_B435,-,LSB,0.0,0.0,-,0.07,0.049,0.036,0.027
80,03:27:08,-35:08:04,51.78333333333334,-35.13444444444445,51.7815,-35.1349,NGFS_J032708-350805,FDSLSB205,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
81,03:27:08,-34:24:00,51.78333333333334,-34.4,0.0,0.0,FCC_52,-,LSB,0.0,0.0,-,0.035,0.024,0.018,0.014
82,03:27:12,-37:03:45,51.8,-37.06250000000001,0.0,0.0,NGFS_J032712-370345,-,LSB,0.0,0.0,-,0.051,0.035,0.026,0.019
93,03:27:32,-35:14:59,51.883333333333326,-35.249722222222225,0.0,0.0,NGFS_J032733-351459,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
98,03:27:43,-35:43:37,51.92916666666667,-35.72694444444444,0.0,0.0,NGFS_J032743-354337,-,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
103,03:27:53,-34:50:36,51.97083333333333,-34.843333333333334,0.0,0.0,NGFS_J032753-345036,-,LSB,0.0,0.0,-,0.04,0.028,0.021,0.015
104,03:27:53,-35:04:07,51.97083333333333,-35.06861111111111,51.973,-35.0688,NGFS_J032753-350407,FDSLSB203,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
110,03:28:00,-35:04:45,52.0,-35.079166666666666,0.0,0.0,NGFS_J032800-350445,-,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
17x,03:28:00,-38:32:22,52.0,-38.53944444444444,0.0,0.0,FCC_64,-,LSB,0.0,0.0,-,0.06,0.041,0.031,0.023
111,03:28:01,-36:49:54,52.00416666666667,-36.83166666666666,0.0,0.0,NGFS_J032801-364954,-,LSB,0.0,0.0,-,0.04,0.028,0.021,0.015
114,03:28:09,-34:36:16,52.0375,-34.60444444444445,0.0,0.0,NGFS_J032810-343616,-,LSB,0.0,0.0,-,0.034,0.023,0.017,0.013
115,03:28:16,-35:32:16,52.06666666666667,-35.53777777777778,0.0,0.0,NGFS_J032816-353216,-,LSB,0.0,0.0,-,0.037,0.026,0.019,0.014
118,03:28:24,-35:45:46,52.099999999999994,-35.76277777777778,52.0993,-35.7632,NGFS_J032824-354547,FDSLSB204,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
119,03:28:24,-35:36:16,52.099999999999994,-35.60444444444445,0.0,0.0,NGFS_J032824-353616,-,LSB,0.0,0.0,-,0.037,0.025,0.019,0.014
122,03:28:35,-37:21:26,52.14583333333333,-37.35722222222222,0.0,0.0,NGFS_J032835-372126,-,LSB,0.0,0.0,-,0.051,0.035,0.026,0.019
123,03:28:41,-35:29:39,52.170833333333334,-35.494166666666665,0.0,0.0,NGFS_J032841-352939,-,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
124,03:28:43,-35:15:17,52.179166666666674,-35.25472222222222,0.0,0.0,NGFS_J032843-351517,-,LSB,0.0,0.0,-,0.046,0.032,0.024,0.018
128,03:28:51,-34:50:06,52.212500000000006,-34.835,0.0,0.0,-,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
130,03:28:54,-33:54:05,52.224999999999994,-33.90138888888889,0.0,0.0,NGFS_J032854-335405,-,LSB,0.0,0.0,-,0.04,0.028,0.021,0.015
131,03:28:57,-36:26:15,52.237500000000004,-36.4375,0.0,0.0,FCC_69,-,LSB,0.0,0.0,-,0.049,0.034,0.025,0.019
132,03:28:58,-37:05:51,52.24166666666666,-37.0975,0.0,0.0,NGFS_J032858-370551,-,LSB,0.0,0.0,-,0.037,0.026,0.019,0.014
134,03:29:04,-37:20:15,52.266666666666666,-37.3375,52.2679,-37.3374,NGFS_J032904-372016,FDSLSB91,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
135,03:29:07,-36:09:45,52.27916666666667,-36.1625,0.0,0.0,NGFS_J032907-360945,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
137,03:29:12,-36:19:35,52.300000000000004,-36.326388888888886,0.0,0.0,NGFS_J032912-361935,-,LSB,0.0,0.0,-,0.046,0.032,0.024,0.018
139,03:29:22,-34:29:24,52.34166666666667,-34.49,0.0,0.0,NGFS_J032922-342924,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
140,03:29:24,-33:21:33,52.35000000000001,-33.35916666666667,0.0,0.0,-,-,LSB,0.0,0.0,-,0.038,0.026,0.019,0.014
143,03:29:26,-35:36:15,52.358333333333334,-35.604166666666664,0.0,0.0,FCC_71,-,LSB,0.0,0.0,-,0.041,0.029,0.021,0.016
146,03:29:31,-34:24:08,52.37916666666667,-34.40222222222222,52.3776,-34.4024,NGFS_J032931-342408,FDSLSB184,LSB,0.0,0.0,-,0.036,0.025,0.018,0.014
147,03:29:32,-36:51:03,52.38333333333333,-36.850833333333334,0.0,0.0,NGFS_J032932-365104,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
148,03:29:33,-35:52:03,52.3875,-35.8675,0.0,0.0,FCC_72,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
149,03:29:34,-36:42:12,52.39166666666666,-36.70333333333333,0.0,0.0,FCC_73,-,LSB,0.0,0.0,-,0.043,0.03,0.022,0.017
150,03:29:38,-35:24:01,52.40833333333333,-35.40027777777779,0.0,0.0,FCC_75,-,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
155,03:29:45,-35:22:43,52.4375,-35.37861111111111,0.0,0.0,FCC_78,-,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
156,03:29:51,-36:23:49,52.4625,-36.39694444444444,52.4633,-36.3971,NGFS_J032951-362349,FDSLSB192,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
163,03:30:11,-35:20:46,52.545833333333334,-35.346111111111114,0.0,0.0,NGFS_J033011-352046,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
166,03:30:18,-35:04:31,52.575,-35.07527777777778,0.0,0.0,NGFS_J033018-350431,-,LSB,0.0,0.0,-,0.043,0.029,0.022,0.016
167,03:30:23,-36:13:31,52.59583333333334,-36.22527777777778,52.5953,-36.2247,NGFS_J033023-361331,FDSLSB188,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
173,03:30:34,-35:06:30,52.64166666666667,-35.108333333333334,0.0,0.0,NGFS_J033034-350630,-,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
176,03:30:39,-35:13:38,52.6625,-35.227222222222224,0.0,0.0,NGFS_J033039-351338,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
177,03:30:39,-36:29:10,52.6625,-36.486111111111114,0.0,0.0,NGFS_J033039-362910,-,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
183,03:30:53,-35:32:18,52.72083333333333,-35.538333333333334,0.0,0.0,NGFS_J033053-353218,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
184,03:30:56,-33:33:28,52.73333333333333,-33.55777777777778,0.0,0.0,FCC_87,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
185,03:30:57,-35:42:22,52.7375,-35.70611111111111,0.0,0.0,NGFS_J033057-354222,-,LSB,0.0,0.0,-,0.043,0.03,0.022,0.016
186,03:30:59,-34:41:36,52.74583333333333,-34.693333333333335,52.7456,-34.6933,NGFS_J033059-344136,FDSLSB183,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
187,03:31:01,-35:38:15,52.75416666666666,-35.6375,52.755,-35.6377,NGFS_J033101-353815,FDSLSB206,LSB,0.0,0.0,-,0.044,0.031,0.023,0.017
188,03:31:05,-34:08:41,52.770833333333336,-34.14472222222222,0.0,0.0,NGFS_J033105-340842,-,LSB,0.0,0.0,-,0.041,0.029,0.021,0.016
194,03:31:19,-35:09:55,52.829166666666666,-35.165277777777774,52.8304,-35.1651,NGFS_J033119-350955,FDSLSB59,LSB,0.0,0.0,-,0.055,0.038,0.028,0.021
195,03:31:21,-35:49:10,52.8375,-35.81944444444444,0.0,0.0,FCC_93,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
197,03:31:22,-37:36:49,52.84166666666667,-37.61361111111111,0.0,0.0,FCC_96,-,LSB,0.0,0.0,-,0.058,0.04,0.03,0.022
198,03:31:23,-34:58:17,52.84583333333333,-34.97138888888889,0.0,0.0,FCC_94,-,LSB,0.0,0.0,-,0.051,0.036,0.026,0.02
200,03:31:27,-36:05:45,52.862500000000004,-36.09583333333333,52.8611,-36.0963,NGFS_J033127-360545,FDSLSB241,LSB,0.0,0.0,-,0.035,0.024,0.018,0.013
203,03:31:39,-36:16:37,52.9125,-36.27694444444445,0.0,0.0,FCC_98,-,LSB,0.0,0.0,-,0.04,0.028,0.021,0.015
205,03:31:46,-36:16:44,52.94166666666667,-36.278888888888886,0.0,0.0,NGFS_J033146-361644,-,LSB,0.0,0.0,-,0.043,0.03,0.022,0.016
209,03:31:49,-35:34:59,52.95416666666667,-35.58305555555555,0.0,0.0,NGFS_J033149-353457,-,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
210,03:31:51,-34:50:50,52.9625,-34.84722222222222,52.9643,-34.8473,NGFS_J033151-345050,FDSLSB101,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
211,03:31:55,-36:18:59,52.97916666666667,-36.31638888888889,0.0,0.0,NGFS_J033155-361859,-,LSB,0.0,0.0,-,0.046,0.032,0.023,0.017
212,03:31:58,-35:37:19,52.99166666666667,-35.621944444444445,52.992,-35.6223,NGFS_J033158-353719,FDSLSB41,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
214,03:32:02,-36:22:59,53.00833333333333,-36.38305555555556,53.0112,-36.3821,NGFS_J033202-362259,FDSLSB243,LSB,0.0,0.0,-,0.044,0.031,0.023,0.017
216,03:32:06,-35:49:34,53.025000000000006,-35.82611111111111,53.0229,-35.8266,NGFS_J033205-354936,FDSLSB47,LSB,0.0,0.0,-,0.047,0.032,0.024,0.018
220,03:32:22,-35:24:22,53.09166666666667,-35.40611111111111,0.0,0.0,NGFS_J033222-352422,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
222,03:32:27,-35:46:31,53.112500000000004,-35.77527777777778,0.0,0.0,FCC_103,-,LSB,0.0,0.0,-,0.046,0.032,0.023,0.017
223,03:32:28,-35:06:45,53.11666666666667,-35.1125,0.0,0.0,NGFS_J033228-350645,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.019
224,03:32:30,-36:05:17,53.125,-36.088055555555556,0.0,0.0,FCC_105,-,LSB,0.0,0.0,-,0.041,0.029,0.021,0.016
226,03:32:32,-36:47:58,53.13333333333333,-36.79944444444445,53.1326,-36.799,NGFS_J033232-364758,FDSLSB240,LSB,0.0,0.0,-,0.041,0.029,0.021,0.016
228,03:32:39,-33:20:28,53.1625,-33.34111111111111,0.0,0.0,NGFS_J033239-332028,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
229,03:32:42,-33:03:18,53.175,-33.055,0.0,0.0,FLSBG_215,-,LSB,0.0,0.0,-,0.03,0.021,0.015,0.011
233,03:32:49,-35:56:45,53.20416666666667,-35.94583333333333,0.0,0.0,NGFS_J033248-355647,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
236,03:33:00,-34:19:09,53.24999999999999,-34.319166666666675,0.0,0.0,NGFS_J033300-341909,-,LSB,0.0,0.0,-,0.038,0.026,0.02,0.015
244,03:33:11,-35:39:56,53.295833333333334,-35.66555555555556,0.0,0.0,NGFS_J033311-353956,-,LSB,0.0,0.0,-,0.049,0.034,0.025,0.019
245,03:33:12,-35:02:06,53.3,-35.035,53.2988,-35.0358,NGFS_J033312-350208,FDSLSB37,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
247,03:33:14,-35:01:39,53.30833333333333,-35.0275,53.3099,-35.0282,NGFS_J033314-350139,FDSLSB49,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
248,03:33:15,-37:49:16,53.31250000000001,-37.82111111111111,0.0,0.0,FCC_117,-,LSB,0.0,0.0,-,0.062,0.043,0.032,0.024
249,03:33:16,-35:35:51,53.31666666666667,-35.5975,53.3168,-35.5975,NGFS_J033316-353551,FDSLSB57,LSB,0.0,0.0,-,0.047,0.032,0.024,0.018
250,03:33:16,-36:05:41,53.31666666666667,-36.09472222222223,0.0,0.0,NGFS_J033316-360541,-,LSB,0.0,0.0,-,0.068,0.047,0.035,0.026
251,03:33:18,-35:15:47,53.324999999999996,-35.26305555555555,0.0,0.0,NGFS_J033319-351548,-,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
254,03:33:24,-35:59:13,53.35,-35.98694444444445,0.0,0.0,NGFS_J033324-355915,-,LSB,0.0,0.0,-,0.072,0.05,0.037,0.028
256,03:33:28,-35:07:34,53.36666666666667,-35.12611111111111,0.0,0.0,NGFS_J033329-350736,-,LSB,0.0,0.0,-,0.049,0.034,0.025,0.019
257,03:33:31,-35:16:21,53.37916666666666,-35.2725,0.0,0.0,NGFS_J033331-351621,-,LSB,0.0,0.0,-,0.049,0.034,0.025,0.019
259,03:33:31,-35:26:54,53.37916666666666,-35.44833333333333,0.0,0.0,NGFS_J033331-352654,-,LSB,0.0,0.0,-,0.046,0.032,0.024,0.018
260,03:33:32,-35:39:42,53.38333333333333,-35.66166666666667,0.0,0.0,NGFS_J033332-353942,-,LSB,0.0,0.0,-,0.047,0.032,0.024,0.018
261,03:33:33,-35:42:16,53.3875,-35.70444444444445,0.0,0.0,NGFS_J033333-354216,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
264,03:33:35,-34:28:00,53.395833333333336,-34.46666666666667,53.3951,-34.4668,NGFS_J033335-342800,FDSLSB99,LSB,0.0,0.0,-,0.042,0.029,0.022,0.016
267,03:33:38,-37:24:32,53.40833333333334,-37.40888888888889,0.0,0.0,NGFS_J033338-372432,-,LSB,0.0,0.0,-,0.044,0.031,0.023,0.017
1w,03:33:44,-35:51:33,53.430833,-35.859167,0.0,0.0,FCC_123,-,LSB,1540.034073,3.897302,2001A&A...376...98S,0.055,0.038,0.028,0.021
271,03:33:44,-33:14:04,53.43333333333334,-33.23444444444444,53.4327,-33.2345,NGFS_J033344-331404,FDSLSB147,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
274,03:33:47,-35:04:07,53.44583333333334,-35.06861111111111,0.0,0.0,NGFS_J033347-350407,-,LSB,0.0,0.0,-,0.056,0.039,0.029,0.022
278,03:33:50,-35:57:06,53.458333333333336,-35.951666666666675,0.0,0.0,NGFS_J033350-355706,-,LSB,0.0,0.0,-,0.066,0.046,0.034,0.025
279,03:33:54,-34:25:59,53.475,-34.433055555555555,0.0,0.0,NGFS_J033354-342559,-,LSB,0.0,0.0,-,0.04,0.028,0.021,0.015
283,03:33:56,-35:09:49,53.483333333333334,-35.16361111111111,0.0,0.0,NGFS_J033356-350949,-,LSB,0.0,0.0,-,0.052,0.036,0.027,0.02
284,03:33:57,-36:22:57,53.487500000000004,-36.3825,0.0,0.0,NGFS_J033357-362257,-,LSB,0.0,0.0,-,0.044,0.03,0.022,0.017
286,03:33:58,-36:11:27,53.49166666666667,-36.19083333333333,53.4926,-36.1911,NGFS_J033358-361127,FDSLSB238,LSB,0.0,0.0,-,0.064,0.044,0.033,0.024
287,03:33:58,-36:35:48,53.49166666666667,-36.596666666666664,0.0,0.0,NGFS_J033358-363548,-,LSB,0.0,0.0,-,0.037,0.026,0.019,0.014
291,03:34:07,-35:28:38,53.52916666666667,-35.47722222222223,53.5294,-35.4772,NGFS_J033407-352838,FDSLSB58,LSB,0.0,0.0,-,0.047,0.032,0.024,0.018
294,03:34:09,-35:31:00,53.5375,-35.516666666666666,53.5389,-35.5169,FCC_130,FDSLSB53,LSB,0.0,0.0,-,0.049,0.034,0.025,0.019
295,03:34:11,-36:45:01,53.545833333333334,-36.750277777777775,53.5472,-36.7498,NGFS_J033411-364501,FDSLSB237,LSB,0.0,0.0,-,0.037,0.026,0.019,0.014
297,03:34:12,-36:17:17,53.550000000000004,-36.28805555555556,0.0,0.0,NGFS_J033412-361717,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
298,03:34:12,-35:44:01,53.550000000000004,-35.73361111111111,0.0,0.0,NGFS_J033412-354401,-,LSB,0.0,0.0,-,0.052,0.036,0.027,0.02
300,03:34:14,-35:49:10,53.55833333333333,-35.81944444444444,0.0,0.0,NGFS_J033414-354910,-,LSB,0.0,0.0,-,0.052,0.036,0.027,0.02
304,03:34:16,-33:17:35,53.56666666666667,-33.293055555555554,0.0,0.0,NGFS_J033416-331736,-,LSB,0.0,0.0,-,0.043,0.03,0.022,0.016
312,03:34:23,-35:50:42,53.59583333333334,-35.845,53.5977,-35.845,NGFS_J033423-355042,FDSLSB38,LSB,0.0,0.0,-,0.051,0.035,0.026,0.02
314,03:34:27,-35:06:22,53.6125,-35.10611111111111,0.0,0.0,NGFS_J033427-350621,-,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
316,03:34:29,-34:56:40,53.62083333333334,-34.94444444444444,53.6189,-34.9441,NGFS_J033429-345640,FDSLSB97,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
318,03:34:31,-32:53:08,53.62916666666667,-32.885555555555555,0.0,0.0,NGFS_J033431-325308,-,LSB,0.0,0.0,-,0.035,0.024,0.018,0.013
320,03:34:33,-35:02:35,53.6375,-35.043055555555554,53.6354,-35.0436,NGFS_J033433-350236,FDSLSB51,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
322,03:34:36,-36:03:15,53.65,-36.05416666666667,0.0,0.0,NGFS_J033436-360315,-,LSB,0.0,0.0,-,0.042,0.029,0.021,0.016
324,03:34:41,-34:21:17,53.670833333333334,-34.35472222222222,53.6687,-34.3541,NGFS_J033441-342117,FDSLSB95,LSB,0.0,0.0,-,0.038,0.026,0.02,0.015
326,03:34:43,-35:31:15,53.67916666666666,-35.520833333333336,53.681,-35.5211,NGFS_J033443-353115,FDSLSB36,LSB,0.0,0.0,-,0.054,0.037,0.028,0.021
328,03:34:46,-34:53:34,53.69166666666667,-34.89277777777779,53.6916,-34.8925,NGFS_J033446-345334,FDSLSB93,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
329,03:34:46,-35:42:39,53.69166666666667,-35.71083333333333,0.0,0.0,NGFS_J033446-354239,-,LSB,0.0,0.0,-,0.047,0.032,0.024,0.018
330,03:34:48,-35:17:57,53.7,-35.299166666666665,0.0,0.0,NGFS_J033448-351757,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
332,03:34:51,-36:27:47,53.712500000000006,-36.463055555555556,0.0,0.0,NGFS_J033451-362747,-,LSB,0.0,0.0,-,0.041,0.028,0.021,0.016
337,03:34:54,-34:21:40,53.724999999999994,-34.361111111111114,0.0,0.0,NGFS_J033454-342140,-,LSB,0.0,0.0,-,0.038,0.027,0.02,0.015
338,03:34:55,-33:12:33,53.729166666666664,-33.20916666666667,53.7292,-33.2091,NGFS_J033455-331233,FDSLSB150,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
341,03:34:57,-35:41:15,53.7375,-35.6875,53.7357,-35.6876,NGFS_J033457-354115,FDSLSB55,LSB,0.0,0.0,-,0.046,0.031,0.023,0.017
346,03:34:59,-36:11:50,53.74583333333334,-36.19722222222222,53.7451,-36.1969,NGFS_J033459-361150,FDSLSB245,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
348,03:35:00,-35:19:20,53.75,-35.32222222222222,0.0,0.0,FCC_144,-,LSB,0.0,0.0,-,0.045,0.031,0.023,0.017
350,03:35:05,-35:27:04,53.770833333333336,-35.45111111111111,0.0,0.0,NGFS_J033505-352703,-,LSB,0.0,0.0,-,0.05,0.034,0.025,0.019
352,03:35:06,-34:28:00,53.77499999999999,-34.46666666666667,0.0,0.0,-,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
356,03:35:12,-35:26:03,53.8,-35.43416666666667,0.0,0.0,NGFS_J033512-352603,-,LSB,0.0,0.0,-,0.048,0.033,0.025,0.018
357,03:35:12,-36:34:33,53.8,-36.575833333333335,0.0,0.0,NGFS_J033512-363433,-,LSB,0.0,0.0,-,0.039,0.027,0.02,0.015
358,03:35:12,-34:32:35,53.8,-34.543055555555554,0.0,0.0,NGFS_J033513-343235,-,LSB,0.0,0.0,-,0.051,0.036,0.026,0.02
359,03:35:14,-36:23:21,53.80833333333333,-36.38916666666667,0.0,0.0,NGFS_J033514-362321,-,LSB,0.0,0.0,-,0.046,0.032,0.024,0.018
360,03:35:15,-35:30:12,53.81250000000001,-35.50333333333333,0.0,0.0,NGFS_J033515-353012,-,LSB,0.0,0.0,-,0.047,0.033,0.024,0.018
364,03:35:24,-37:37:06,53.85,-37.61833333333333,0.0,0.0,NGFS_J033524-373706,-,LSB,0.0,0.0,-,0.05,0.034,0.026,0.019
375,03:35:38,-34:17:17,53.90833333333333,-34.28805555555556,0.0,0.0,NGFS_J033538-341717,-,LSB,0.0,0.0,-,0.037,0.026,0.019,0.014
376,03:35:38,-35:05:39,53.90833333333333,-35.094166666666666,0.0,0.0,NGFS_J033538-350539,-,LSB,0.0,0.0,-,0.05,0.034,0.025,0.019
379,03:35:43,-35:50:51,53.92916666666666,-35.8475,0.0,0.0,NGFS_J033543-355051,-,LSB,0.0,0.0,-,0.036,0.025,0.019,0.014
