ID,RA,DEC,RA_1,DEC_1,RA_2,DEC_2,Name,ID_FDS2022,Morph_Legacy_Analia,Vr_NED/Maddox,e_Vr,Vr_Ref,Ag,Ar,Ai,Az
-,-,-,0.0,0.0,55.7149,-36.9225,-,FDSLSB31,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.5893,-36.37,-,FDSLSB34,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.7528,-35.4221,-,FDSLSB35,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.672,-35.5069,-,FDSLSB44,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.4312,-35.7332,-,FDSLSB48,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.0341,-35.0201,-,FDSLSB50,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.2295,-35.1676,-,FDSLSB52,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.566,-35.6524,-,FDSLSB54,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,49.7165,-37.6186,-,FDSLSB60,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,49.4516,-37.7279,-,FDSLSB61,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,49.9106,-37.5116,-,FDSLSB62,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,49.8864,-37.9017,-,FDSLSB63,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,49.1818,-37.7864,-,FDSLSB64,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.5373,-33.6824,-,FDSLSB65,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.6536,-33.2762,-,FDSLSB67,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,57.0479,-35.1963,-,FDSLSB69,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.5979,-35.9923,-,FDSLSB70,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.8568,-36.4333,-,FDSLSB72,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.0545,-36.9495,-,FDSLSB73,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.7396,-36.8201,-,FDSLSB74,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.5151,-36.9045,-,FDSLSB75,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.3274,-36.3647,-,FDSLSB76,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.8317,-36.3323,-,FDSLSB77,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.4506,-36.7888,-,FDSLSB78,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.7483,-36.7659,-,FDSLSB79,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.5114,-36.2942,-,FDSLSB80,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.3378,-36.6807,-,FDSLSB81,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.8952,-33.2916,-,FDSLSB82,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7036,-33.6964,-,FDSLSB83,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.427,-33.1533,-,FDSLSB84,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.6608,-37.3551,-,FDSLSB86,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.4294,-37.0699,-,FDSLSB87,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.5748,-37.206,-,FDSLSB88,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.9759,-37.5268,-,FDSLSB89,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.7242,-37.6584,-,FDSLSB90,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7981,-37.4906,-,FDSLSB92,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.042,-34.265,-,FDSLSB94,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.6202,-34.4403,-,FDSLSB98,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.95,-34.6997,-,FDSLSB102,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,57.0408,-37.5259,-,FDSLSB103,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,57.3918,-37.4947,-,FDSLSB104,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.8123,-37.365,-,FDSLSB105,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.4795,-37.181,-,FDSLSB106,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.6081,-37.4844,-,FDSLSB107,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.8799,-37.0395,-,FDSLSB109,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.7147,-36.9777,-,FDSLSB110,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.4324,-37.1163,-,FDSLSB111,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.7615,-37.9078,-,FDSLSB112,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.5294,-34.5646,-,FDSLSB113,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.6718,-34.6799,-,FDSLSB114,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.4555,-34.4325,-,FDSLSB115,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.6079,-34.335,-,FDSLSB116,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.3953,-34.3258,-,FDSLSB119,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.4226,-33.9961,-,FDSLSB120,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.3071,-34.5639,-,FDSLSB123,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.7328,-34.2253,-,FDSLSB124,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.9068,-34.7768,-,FDSLSB126,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.4163,-34.3223,-,FDSLSB127,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.6863,-34.5956,-,FDSLSB130,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.2053,-34.5313,-,FDSLSB131,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.8359,-34.2107,-,FDSLSB132,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.2334,-34.2963,-,FDSLSB133,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.446,-33.4367,-,FDSLSB134,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8153,-33.918,-,FDSLSB135,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.1504,-33.8045,-,FDSLSB137,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.9325,-33.7768,-,FDSLSB138,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8873,-33.1938,-,FDSLSB139,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.1041,-33.7279,-,FDSLSB141,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.9394,-33.1648,-,FDSLSB142,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8474,-33.66,-,FDSLSB144,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.6502,-33.7073,-,FDSLSB146,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.5915,-33.758,-,FDSLSB148,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.8811,-33.24,-,FDSLSB149,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.7623,-33.6911,-,FDSLSB151,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.9274,-34.2764,-,FDSLSB152,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.5553,-34.7763,-,FDSLSB153,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.1914,-34.4138,-,FDSLSB154,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.3574,-34.3708,-,FDSLSB155,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.6988,-34.5563,-,FDSLSB156,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.6617,-34.2846,-,FDSLSB157,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.6512,-34.5335,-,FDSLSB158,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.5196,-34.383,-,FDSLSB161,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.0734,-34.3187,-,FDSLSB163,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.1751,-34.1209,-,FDSLSB165,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8934,-34.0901,-,FDSLSB168,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.5274,-34.415,-,FDSLSB171,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.1924,-34.7949,-,FDSLSB172,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.8385,-37.1134,-,FDSLSB173,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.7553,-37.4212,-,FDSLSB174,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.5267,-37.5427,-,FDSLSB175,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.2619,-37.0043,-,FDSLSB176,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.4838,-37.6262,-,FDSLSB177,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,50.9157,-37.0949,-,FDSLSB178,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.5189,-37.1087,-,FDSLSB179,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.5645,-34.4251,-,FDSLSB180,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.1851,-34.0664,-,FDSLSB181,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7101,-34.0405,-,FDSLSB185,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.6453,-34.4981,-,FDSLSB186,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7205,-36.0858,-,FDSLSB187,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.0379,-36.9367,-,FDSLSB189,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7612,-36.0912,-,FDSLSB190,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.9483,-36.8,-,FDSLSB191,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.7521,-35.5127,-,FDSLSB194,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.9203,-35.026,-,FDSLSB195,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.8255,-34.9959,-,FDSLSB196,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.6527,-35.0265,-,FDSLSB197,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.9623,-35.04,-,FDSLSB198,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.6682,-35.1853,-,FDSLSB199,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.6471,-35.1005,-,FDSLSB200,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.6391,-35.1544,-,FDSLSB201,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,51.7765,-35.0054,-,FDSLSB202,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.7047,-34.7795,-,FDSLSB207,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.6831,-34.3944,-,FDSLSB208,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,57.6524,-34.8997,-,FDSLSB209,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,56.5458,-34.3528,-,FDSLSB210,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.2134,-35.1481,-,FDSLSB214,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.189,-35.5021,-,FDSLSB215,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8996,-35.2981,-,FDSLSB224,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.3629,-35.3058,-,FDSLSB231,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.5171,-35.2822,-,FDSLSB234,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,52.9489,-36.3478,-,FDSLSB236,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.343,-36.0801,-,FDSLSB239,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.9198,-36.7436,-,FDSLSB242,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.4932,-36.0942,-,FDSLSB246,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.9987,-36.5739,-,FDSLSB247,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,53.4285,-36.0248,-,FDSLSB248,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.034,-36.2891,-,FDSLSB257,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,55.0864,-36.7496,-,FDSLSB261,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.8491,-36.9491,-,FDSLSB264,-,0.0,0.0,-,0.0,0.0,0.0,0.0
-,-,-,0.0,0.0,54.3615,-36.7165,-,FDSLSB265,-,0.0,0.0,-,0.0,0.0,0.0,0.0
